Gene name	Human gene name	Human homology type
PLP1	PLP1	ortholog_one2one
PEX16	PEX16	ortholog_one2one
GPN1	GPN1	ortholog_one2one
RIC1	RIC1	ortholog_one2one
GDPD1	GDPD1	ortholog_one2one
PEX11G	PEX11G	ortholog_one2one
APOE	APOE	ortholog_one2one
BIK	BIK	ortholog_one2one
FLT3LG	FLT3LG	ortholog_one2one
INSIG2	INSIG2	ortholog_one2one
NR1H2	NR1H2	ortholog_one2one
GALK2	GALK2	ortholog_one2one
GPX8	GPX8	ortholog_one2one
ZNF562	ZNF562	ortholog_one2one
IL4R	IL4R	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
GPR101	GPR101	ortholog_one2one
LIPK	LIPK	ortholog_one2one
FOXK2	FOXK2	ortholog_one2one
ZNF507	ZNF507	ortholog_one2one
OSBPL8	OSBPL8	ortholog_one2one
SPINK2	SPINK2	ortholog_one2one
MTHFD2	MTHFD2	ortholog_one2one
GLRA2	GLRA2	ortholog_one2one
Metazoa_SRP	RN7SL60P	ortholog_one2one
SIN3B	SIN3B	ortholog_one2one
ACVRL1	ACVRL1	ortholog_one2one
ZNF81	ZNF81	ortholog_one2one
U6	RNU6-932P	ortholog_one2one
CDK5R2	CDK5R2	ortholog_one2one
ENTR1	ENTR1	ortholog_one2one
DNAAF9	DNAAF9	ortholog_one2one
KSR1	KSR1	ortholog_one2one
U2	RNU2-55P	ortholog_one2many
FDXR	FDXR	ortholog_one2one
NTN4	NTN4	ortholog_one2one
ARHGAP45	ARHGAP45	ortholog_one2one
CYHR1	ZFTRAF1	ortholog_one2one
C1GALT1C1	C1GALT1C1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
FAM110A	FAM110A	ortholog_one2one
	DCAF13	ortholog_one2many
POT1	POT1	ortholog_one2one
ZNF846	ZNF846	ortholog_one2one
CEACAM7	CEACAM7	ortholog_one2one
DYNAP	DYNAP	ortholog_one2one
Metazoa_SRP	RN7SL524P	ortholog_one2one
EFNB2	EFNB2	ortholog_one2one
Metazoa_SRP	RN7SL124P	ortholog_one2one
FEV	FEV	ortholog_one2one
MGAT4A	MGAT4A	ortholog_one2one
SYNGR3	SYNGR3	ortholog_one2one
SUV39H2	SUV39H2	ortholog_one2one
ENKD1	ENKD1	ortholog_one2one
Metazoa_SRP	RN7SL357P	ortholog_one2one
OR6B2	OR6B2	ortholog_one2one
TTLL1	TTLL1	ortholog_one2one
SLC15A1	SLC15A1	ortholog_one2one
SENP1	SENP1	ortholog_one2one
METTL4	METTL4	ortholog_one2one
		ortholog_one2one
LYN	LYN	ortholog_one2one
CNTRL	CNTRL	ortholog_one2one
SYN3	SYN3	ortholog_one2one
ZNF263	ZNF263	ortholog_one2many
ZNF263		ortholog_one2many
LAMP1	LAMP1	ortholog_one2one
DNAAF8	DNAAF8	ortholog_one2one
Metazoa_SRP	RN7SL840P	ortholog_one2one
SLC52A1	SLC52A1	ortholog_one2one
	CUEDC2	ortholog_one2many
SIRT5	SIRT5	ortholog_one2one
PGM1	PGM1	ortholog_one2one
mml-mir-449a	MIR449A	ortholog_one2one
OR6B3	OR6B3	ortholog_one2one
OVOL1	OVOL1	ortholog_one2one
U6	RNU6-805P	ortholog_one2one
TLE2	TLE2	ortholog_one2one
TUBA1C	TUBA1C	ortholog_one2one
DACH1	DACH1	ortholog_one2one
U6	RNU6-654P	ortholog_one2one
CCDC121	CCDC121	ortholog_one2one
U8	U8	ortholog_one2one
SDSL	SDSL	ortholog_one2one
TMEM9B	TMEM9B	ortholog_one2one
	CHCHD2	ortholog_one2many
SLA	SLA	ortholog_one2one
	CT47A2	ortholog_many2many
	CT47A11	ortholog_many2many
	CT47A10	ortholog_many2many
	CT47A1	ortholog_many2many
	CT47A6	ortholog_many2many
	CT47A4	ortholog_many2many
	CT47A9	ortholog_many2many
	CT47B1	ortholog_many2many
	CT47A8	ortholog_many2many
	CT47A5	ortholog_many2many
	CT47A7	ortholog_many2many
	CT47A3	ortholog_many2many
	CT47A12	ortholog_many2many
SLC52A3	SLC52A3	ortholog_one2one
SAXO5	SAXO5	ortholog_one2one
APOC1	APOC1	ortholog_one2one
CRYBA2	CRYBA2	ortholog_one2one
	SDHC	ortholog_one2many
DUSP4	DUSP4	ortholog_one2one
DNAJB12	DNAJB12	ortholog_one2one
ARGLU1	ARGLU1	ortholog_one2one
U8	U8	ortholog_one2one
EEIG1	EEIG1	ortholog_one2one
U2	RNU2-53P	ortholog_one2one
U6	RNU6-1013P	ortholog_one2one
MAGEE2	MAGEE2	ortholog_one2one
PHOSPHO1	PHOSPHO1	ortholog_one2one
	RBM3	ortholog_one2one
MRGPRG	MRGPRG	ortholog_one2one
LIPN	LIPN	ortholog_one2one
ZIC3	ZIC3	ortholog_one2one
U6	RNU6-882P	ortholog_one2one
AMELY	AMELY	ortholog_one2one
AMFR	AMFR	ortholog_one2one
GOT2	GOT2	ortholog_one2one
CEACAM5	CEACAM3	ortholog_many2many
CEACAM5	CEACAM1	ortholog_many2many
U6	RNU6-219P	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
mml-mir-449b	MIR449B	ortholog_one2one
NSMCE4A	NSMCE4A	ortholog_one2one
	SUPT20HL2	ortholog_many2many
	SUPT20HL1	ortholog_many2many
ZNF182	ZNF182	ortholog_one2one
IDO2	IDO2	ortholog_one2one
U6	RNU6-1078P	ortholog_one2one
DYNLRB2	DYNLRB2	ortholog_one2one
RASSF9	RASSF9	ortholog_one2one
SMG8	SMG8	ortholog_one2one
FBXL12	FBXL12	ortholog_one2one
AP5B1	AP5B1	ortholog_one2one
KIFC2	KIFC2	ortholog_one2one
U6	RNU6-297P	ortholog_one2one
PIEZO1	PIEZO1	ortholog_one2one
APOC4	APOC4	ortholog_one2one
RAPGEF1	RAPGEF1	ortholog_one2one
RTL5	RTL5	ortholog_one2one
GRAMD1B	GRAMD1B	ortholog_one2one
CCDC182	CCDC182	ortholog_one2one
ZNF512	ZNF512	ortholog_one2one
ZNF598	ZNF598	ortholog_one2one
SHOC1	SHOC1	ortholog_one2one
CTF1	CTF1	ortholog_one2one
SMCO3	SMCO3	ortholog_one2one
ZNF582	ZNF582	ortholog_one2one
DLK1	DLK1	ortholog_one2one
RBM42	RBM42	ortholog_one2one
LCP1	LCP1	ortholog_one2one
CRELD1	CRELD1	ortholog_one2one
Metazoa_SRP	RN7SL325P	ortholog_one2one
	EEF1G	ortholog_one2many
PALM3	PALM3	ortholog_one2one
	SPPL2B	ortholog_one2one
PINLYP	PINLYP	ortholog_one2one
GPR12	GPR12	ortholog_one2one
U7	RNU7-134P	ortholog_one2one
TIMP3	TIMP3	ortholog_one2one
PIN4	PIN4	ortholog_one2one
NTS	NTS	ortholog_one2one
U6	RNU6-985P	ortholog_one2one
	MIR3654	ortholog_one2many
PHYHIPL	PHYHIPL	ortholog_one2one
ZFP3	ZFP3	ortholog_one2one
C11H12orf60	C12orf60	ortholog_one2one
C18H18orf54	C18orf54	ortholog_one2one
POLD1	POLD1	ortholog_one2one
ZNF682	ZNF682	ortholog_one2one
NADSYN1	NADSYN1	ortholog_one2one
ZNF500	ZNF500	ortholog_one2one
ABI3	ABI3	ortholog_one2one
WWP2	WWP2	ortholog_one2one
STRN	STRN	ortholog_one2one
APOC2	APOC2	ortholog_one2one
LHX5	LHX5	ortholog_one2one
OTOS	OTOS	ortholog_one2one
PBDC1	PBDC1	ortholog_one2one
MED21	MED21	ortholog_one2one
ACVR1B	ACVR1B	ortholog_one2one
TM4SF20	TM4SF20	ortholog_one2one
UBL5	UBL5	ortholog_one2one
	TEKTL1	ortholog_one2many
RIMS2	RIMS2	ortholog_one2one
ZNF583	ZNF583	ortholog_one2one
U6	RNU6-857P	ortholog_one2one
MIR375	MIR375	ortholog_one2one
ART4	ART4	ortholog_one2one
C14H11orf87	C11orf87	ortholog_one2one
SNORD26	SNORD26	ortholog_one2one
CDY	CDY2A	ortholog_many2many
CDY	CDY1B	ortholog_many2many
CDY	CDY1	ortholog_many2many
CDY	CDY2B	ortholog_many2many
Metazoa_SRP	RN7SL388P	ortholog_one2one
SPANXN4	SPANXN4	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
MSI2	MSI2	ortholog_one2one
FBXL19	FBXL19	ortholog_one2one
SNORD27	SNORD27	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
GFPT1	GFPT1	ortholog_one2one
MGAT4C	MGAT4C	ortholog_one2one
	CT47A2	ortholog_many2many
	CT47A11	ortholog_many2many
	CT47A10	ortholog_many2many
	CT47A1	ortholog_many2many
	CT47A6	ortholog_many2many
	CT47A4	ortholog_many2many
	CT47A9	ortholog_many2many
	CT47B1	ortholog_many2many
	CT47A8	ortholog_many2many
	CT47A5	ortholog_many2many
	CT47A7	ortholog_many2many
	CT47A3	ortholog_many2many
	CT47A12	ortholog_many2many
NEURL3	NEURL3	ortholog_one2one
MCIDAS	MCIDAS	ortholog_one2one
USH1G	USH1G	ortholog_one2one
HNF1B	HNF1B	ortholog_one2one
F2RL3	F2RL3	ortholog_one2one
	LRRC37A2	ortholog_many2many
	LRRC37A3	ortholog_many2many
	LRRC37A	ortholog_many2many
ERCC6L	ERCC6L	ortholog_one2one
SNORD15	SNORD15A	ortholog_one2one
	ROPN1B	ortholog_one2many
SNORD28	SNORD28	ortholog_one2one
ALOX5AP	ALOX5AP	ortholog_one2one
ARRDC2	ARRDC2	ortholog_one2one
MOB1A	MOB1A	ortholog_one2one
ACTL7A	ACTL7A	ortholog_one2one
CFAP65	CFAP65	ortholog_one2one
IRF8	IRF8	ortholog_one2one
SEPTIN12	SEPTIN12	ortholog_one2one
UPP2	UPP2	ortholog_one2one
SCIMP	SCIMP	ortholog_one2one
U6	RNU6-1155P	ortholog_one2one
TBL1Y	TBL1Y	ortholog_one2one
Metazoa_SRP	RN7SL307P	ortholog_one2one
IRGQ	IRGQ	ortholog_one2one
SNORD15	SNORD15B	ortholog_one2one
U6	RNU6-247P	ortholog_one2one
SNORD33	SNORD32A	ortholog_one2one
Metazoa_SRP	RN7SL37P	ortholog_one2one
MED29	MED29	ortholog_one2one
SNORD22	SNORD22	ortholog_one2one
MALT1	MALT1	ortholog_one2one
MYL6B	MYL6B	ortholog_one2one
mml-mir-146b	MIR146B	ortholog_one2many
	LGALS9	ortholog_many2many
	LGALS9B	ortholog_many2many
	LGALS9C	ortholog_many2many
KCNMB4	KCNMB4	ortholog_one2one
MGP	MGP	ortholog_one2one
Metazoa_SRP	RN7SL404P	ortholog_many2many
Metazoa_SRP	Metazoa_SRP	ortholog_many2many
Metazoa_SRP	RN7SL270P	ortholog_many2many
Metazoa_SRP	RN7SL656P	ortholog_many2many
Metazoa_SRP	RN7SL199P	ortholog_many2many
ACTL7B	ACTL7B	ortholog_one2one
RNASEH2C	RNASEH2C	ortholog_one2many
Metazoa_SRP	RN7SL143P	ortholog_one2one
ZNF358	ZNF358	ortholog_one2one
Metazoa_SRP	RN7SL219P	ortholog_one2one
Metazoa_SRP	RN7SL823P	ortholog_one2one
SNORD29	SNORD29	ortholog_one2one
SNORD33	SNORD33	ortholog_one2one
FAM227B	FAM227B	ortholog_one2one
KLHL35	KLHL35	ortholog_one2one
FHOD3	FHOD3	ortholog_one2one
SCRT2	SCRT2	ortholog_one2one
	MISP3	ortholog_one2one
TBL1X	TBL1X	ortholog_one2one
OTOP2	OTOP2	ortholog_one2one
CDC42SE1	CDC42SE1	ortholog_one2one
U4	RNU4-84P	ortholog_one2one
PRPH	PRPH	ortholog_one2one
RPS4X	RPS4X	ortholog_one2one
RPRML	RPRML	ortholog_one2one
NPW	NPW	ortholog_one2one
	ZNF626	ortholog_one2many
	ZNF737	ortholog_one2many
SNORD34	SNORD34	ortholog_one2one
DCLRE1C	DCLRE1C	ortholog_one2one
	LRRC37A2	ortholog_many2many
	LRRC37A3	ortholog_many2many
	LRRC37A	ortholog_many2many
SNORA1B	SNORA1B	ortholog_one2one
USP12	USP12	ortholog_one2one
SNORD30	SNORD30	ortholog_one2one
PRR11	PRR11	ortholog_one2one
CPAMD8	CPAMD8	ortholog_one2one
NRXN1	NRXN1	ortholog_one2one
AMDHD1	AMDHD1	ortholog_one2one
U3	U3	ortholog_one2one
ABCA9	ABCA9	ortholog_one2one
U7	RNU7-123P	ortholog_one2many
Metazoa_SRP	RN7SL111P	ortholog_one2one
SNORD35A	SNORD35A	ortholog_one2one
FOXH1	FOXH1	ortholog_one2one
SLC9B2	SLC9B2	ortholog_one2one
C20H16orf86	C16orf86	ortholog_one2one
CRACDL	CRACDL	ortholog_one2one
MFSD13A	MFSD13A	ortholog_one2one
MAPK8IP1	MAPK8IP1	ortholog_one2one
TESC	TESC	ortholog_one2one
U6	RNU6-1218P	ortholog_one2one
ZNF536	ZNF536	ortholog_one2one
AGFG1	AGFG1	ortholog_one2one
DDIT4	DDIT4	ortholog_one2one
PIN1	PIN1	ortholog_one2one
ZNF576	ZNF576	ortholog_one2one
SNORD22	SNORD22	ortholog_one2many
Metazoa_SRP	RN7SL798P	ortholog_one2one
TSPAN31	TSPAN31	ortholog_one2one
RPS11	RPS11	ortholog_one2one
PDZD7	PDZD7	ortholog_one2one
ZC3H12C	ZC3H12C	ortholog_one2one
SRXN1	SRXN1	ortholog_one2one
CDK15	CDK15	ortholog_one2one
CCDC14	CCDC14	ortholog_one2one
	ERVK3-1	ortholog_one2many
U3	U3	ortholog_one2one
CKMT2	CKMT2	ortholog_one2one
NHERF2	NHERF2	ortholog_one2one
RABEP1	RABEP1	ortholog_one2one
ZHX3	ZHX3	ortholog_one2one
GOSR2	GOSR2	ortholog_one2one
CCDC93	CCDC93	ortholog_one2one
CLPTM1	CLPTM1	ortholog_one2one
ZNF667	ZNF667	ortholog_one2one
C13H2orf16	C2orf16	ortholog_one2one
Metazoa_SRP	RN7SL323P	ortholog_one2one
USP14	USP14	ortholog_one2one
ARFGAP3	ARFGAP3	ortholog_one2one
KAT5	KAT5	ortholog_one2one
WDR74	WDR74	ortholog_one2one
U6	RNU6-574P	ortholog_one2one
C11H12orf71	C12orf71	ortholog_one2one
MCOLN1	MCOLN1	ortholog_one2one
	SPACA5	ortholog_one2many
	SPACA5B	ortholog_one2many
CDYL2	CDYL2	ortholog_one2one
NUP155	NUP155	ortholog_one2one
C19H19orf67	C19orf67	ortholog_one2one
GPC1	GPC1	ortholog_one2one
Metazoa_SRP	RN7SL718P	ortholog_many2many
Metazoa_SRP	RN7SL602P	ortholog_many2many
SARAF	SARAF	ortholog_one2one
ROGDI	ROGDI	ortholog_one2one
NALF1	NALF1	ortholog_one2one
IL12RB1	IL12RB1	ortholog_one2one
Metazoa_SRP	RN7SL50P	ortholog_one2one
BOLA3	BOLA3	ortholog_one2one
B4GALNT2	B4GALNT2	ortholog_one2one
SNAPC4	SNAPC4	ortholog_one2one
CCNO	CCNO	ortholog_one2one
ARID5A	ARID5A	ortholog_one2one
CCT8L2	CCT8L2	ortholog_one2one
GDPD5	GDPD5	ortholog_one2one
U7	RNU7-23P	ortholog_one2one
	EPS8L1	ortholog_one2many
OTOP3	OTOP3	ortholog_one2one
TCF15	TCF15	ortholog_one2one
ZFP36	ZFP36	ortholog_one2one
		ortholog_one2one
IL21R	IL21R	ortholog_one2one
C1H1orf56	C1orf56	ortholog_one2one
U4	RNU4-58P	ortholog_one2one
OR2S2	OR2S2	ortholog_one2one
RAB12	RAB12	ortholog_one2one
GCKR	GCKR	ortholog_one2one
TAMALIN	TAMALIN	ortholog_one2one
SKA2	SKA2	ortholog_one2one
CAPN1	CAPN1	ortholog_one2one
RPS20	RPS20	ortholog_one2one
PKD1L1	PKD1L1	ortholog_one2one
U6	RNU6-867P	ortholog_one2one
U3	U3	ortholog_one2one
PDCD1LG2	PDCD1LG2	ortholog_one2one
DPY19L3	DPY19L3	ortholog_one2one
BICC1	BICC1	ortholog_one2one
TACC2	TACC2	ortholog_one2one
LIPM	LIPM	ortholog_one2one
NDC80	NDC80	ortholog_one2one
Metazoa_SRP	RN7SL1	ortholog_one2one
ZNF428	ZNF428	ortholog_one2one
RANBP10	RANBP10	ortholog_one2one
SNORD54	SNORD54	ortholog_one2one
PTPRB	PTPRB	ortholog_one2one
TROAP	TROAP	ortholog_one2one
REEP2	REEP2	ortholog_one2one
FGF7	FGF7	ortholog_one2one
STK38L	STK38L	ortholog_one2one
SNORD31	SNORD31B	ortholog_one2one
ERP27	ERP27	ortholog_one2one
SULF2	SULF2	ortholog_one2one
ETV2	ETV2	ortholog_one2one
HAUS8	HAUS8	ortholog_one2one
ZCCHC9	ZCCHC9	ortholog_one2one
BNIPL	BNIPL	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
FRAS1	FRAS1	ortholog_one2one
OLFM2	OLFM2	ortholog_one2one
NLRP12	NLRP12	ortholog_one2one
MAPKAPK5	MAPKAPK5	ortholog_one2one
SPAAR	SPAAR	ortholog_one2one
	CERCAM	ortholog_one2many
CDK4	CDK4	ortholog_one2one
DDX52	DDX52	ortholog_one2one
mml-mir-17	MIR17	ortholog_one2one
FBXO7	FBXO7	ortholog_one2one
	SNORD35B	ortholog_one2many
CPNE2	CPNE2	ortholog_one2one
Metazoa_SRP	RN7SL659P	ortholog_one2one
MIR18A	MIR18A	ortholog_one2one
PTGR2	PTGR2	ortholog_one2one
COMMD7	COMMD7	ortholog_one2one
MOS	MOS	ortholog_one2one
U7	RNU7-46P	ortholog_one2one
LRR1	LRR1	ortholog_one2one
GRTP1	GRTP1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MAGEE1	MAGEE1	ortholog_one2one
PLEKHG2	PLEKHG2	ortholog_one2one
U6	RNU6-1203P	ortholog_one2one
U6	RNU6-1064P	ortholog_one2one
STARD6	STARD6	ortholog_one2one
MIR150	MIR150	ortholog_one2one
	RDH13	ortholog_one2many
mml-mir-19a	MIR19A	ortholog_one2one
mml-mir-504	MIR504	ortholog_one2one
HRCT1	HRCT1	ortholog_one2one
	SSX4B	ortholog_one2many
	SSX4	ortholog_one2many
FANCB	FANCB	ortholog_one2one
CDH2	CDH2	ortholog_one2one
		ortholog_one2one
MYL6	MYL6	ortholog_one2one
MEDAG	MEDAG	ortholog_one2one
GRIA3	GRIA3	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
ZNF471	ZNF471	ortholog_one2one
NBEA	NBEA	ortholog_one2one
RAB9B	RAB9B	ortholog_one2one
ANAPC16	ANAPC16	ortholog_one2one
U6	RNU6-440P	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
MYADM	MYADM	ortholog_one2one
RBM19	RBM19	ortholog_one2one
CSNK2A1	CSNK2A1	ortholog_one2many
CSNK2A1	CSNK2A3	ortholog_one2many
	FCGRT	ortholog_one2many
LIG4	LIG4	ortholog_one2one
TCIM	TCIM	ortholog_one2one
mml-mir-301a	MIR301A	ortholog_one2one
DTHD1	DTHD1	ortholog_one2one
DTWD1	DTWD1	ortholog_one2one
FBXO21	FBXO21	ortholog_one2one
U6	RNU6-607P	ortholog_one2one
PLAG1	PLAG1	ortholog_one2one
CACNA1B	CACNA1B	ortholog_one2one
MRPL22	MRPL22	ortholog_one2one
F9	F9	ortholog_one2one
ZNF708	ZNF708	ortholog_one2one
CADM4	CADM4	ortholog_one2one
OR13J1	OR13J1	ortholog_one2one
GFOD1	GFOD1	ortholog_one2one
NUDT21	NUDT21	ortholog_one2one
NCKAP5	NCKAP5	ortholog_one2one
mml-mir-454	MIR454	ortholog_one2one
POLR2E	POLR2E	ortholog_one2one
LEPROTL1	LEPROTL1	ortholog_one2one
PRKACA	PRKACA	ortholog_one2one
CITED1	HDAC8	ortholog_one2one
TIGD7	TIGD7	ortholog_one2one
GGT7	GGT7	ortholog_one2one
FABP2	FABP2	ortholog_one2one
ARHGDIB	ARHGDIB	ortholog_one2one
HID1	HID1	ortholog_one2one
PFKM	PFKM	ortholog_one2one
DOCK9	DOCK9	ortholog_one2one
mml-mir-92a-1	MIR92A1	ortholog_one2one
TEX26	TEX26	ortholog_one2one
U2	RNU2-58P	ortholog_one2one
TSGA10	TSGA10	ortholog_one2one
DCUN1D2	ADPRHL1	ortholog_one2one
RPL36AL	RPL36AL	ortholog_one2one
ZNF703	ZNF703	ortholog_one2one
U6	RNU6-996P	ortholog_one2one
IHH	IHH	ortholog_one2one
PRKCG	PRKCG	ortholog_one2one
	MYO9B	ortholog_one2many
PRUNE1	PRUNE1	ortholog_one2one
BDH2	BDH2	ortholog_one2one
CHCHD7	CHCHD7	ortholog_one2one
MAST3	MAST3	ortholog_one2one
ABHD13	ABHD13	ortholog_one2one
ANKRD22	ANKRD22	ortholog_one2one
U6	RNU6-1125P	ortholog_one2many
POLI	POLI	ortholog_one2one
ORAI3	ORAI3	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
TMEM8B	TMEM8B	ortholog_one2one
MYLK	MYLK	ortholog_one2one
NR4A1	NR4A1	ortholog_one2one
RDX	RDX	ortholog_one2one
MTCL1	MTCL1	ortholog_one2one
FZD7	FZD7	ortholog_one2one
RELB	RELB	ortholog_one2one
MGAT2	MGAT2	ortholog_one2one
ACOT12	ACOT12	ortholog_one2one
	GP6	ortholog_one2many
CALCOCO2	CALCOCO2	ortholog_one2one
WDR45B	WDR45B	ortholog_one2many
TBC1D7	TBC1D7	ortholog_one2one
SRPX2	SRPX2	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
		ortholog_one2one
SNORD102	SNORD102	ortholog_one2one
CDK12	CDK12	ortholog_one2one
GPX4	GPX4	ortholog_one2one
CCN4	CCN4	ortholog_one2one
NOS2	NOS2	ortholog_one2one
C11H12orf50	C12orf50	ortholog_one2one
PDE5A	PDE5A	ortholog_one2one
CCDC38	CCDC38	ortholog_one2one
ZMAT4	ZMAT4	ortholog_one2one
ZFP28	ZFP28	ortholog_one2one
FAM171B	FAM171B	ortholog_one2one
TET3	TET3	ortholog_one2one
ASCC1	ASCC1	ortholog_one2one
ERLIN2	ERLIN2	ortholog_one2one
DNAAF2	DNAAF2	ortholog_one2one
NHEJ1	NHEJ1	ortholog_one2one
CENPN	CENPN	ortholog_one2one
XRCC2	XRCC2	ortholog_one2one
SNORA27	SNORA27	ortholog_one2one
CARD9	CARD9	ortholog_one2one
CDH8	CDH8	ortholog_one2one
KIAA2012	KIAA2012	ortholog_one2one
SLC5A11	SLC5A11	ortholog_one2one
CYP24A1	CYP24A1	ortholog_one2one
CLASRP	CLASRP	ortholog_one2one
GTF3C1	GTF3C1	ortholog_one2one
	TMSB15C	ortholog_one2many
	TMSB15B	ortholog_one2many
Metazoa_SRP	RN7SL615P	ortholog_one2one
ZNF75A	ZNF75A	ortholog_one2one
Metazoa_SRP	RN7SL309P	ortholog_one2one
RASL11A	RASL11A	ortholog_one2one
SPMAP2	SPMAP2	ortholog_one2one
	PYDC2	ortholog_one2many
CCDC148	CCDC148	ortholog_one2one
STX5	STX5	ortholog_one2one
SERPINH1	SERPINH1	ortholog_one2one
TNFSF13B	TNFSF13B	ortholog_one2one
ZNF133	ZNF133	ortholog_one2one
FGF16	FGF16	ortholog_one2one
MOSPD2	MOSPD2	ortholog_one2one
SERPINB8	SERPINB8	ortholog_one2one
TRIM37	TRIM37	ortholog_one2one
U6	RNU6-1081P	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
SCN3B	SCN3B	ortholog_one2one
POLE2	POLE2	ortholog_one2one
MBOAT4	MBOAT4	ortholog_one2one
SMURF2	SMURF2	ortholog_one2one
OGFOD1	OGFOD1	ortholog_one2one
	SIGIRR	ortholog_one2many
SDR16C5	SDR16C5	ortholog_one2one
H2BW2A	H2BW2	ortholog_one2one
NDRG1	NDRG1	ortholog_one2one
ZNF493	ZNF493	ortholog_one2one
COX6B1	COX6B1	ortholog_one2one
FNDC4	FNDC4	ortholog_one2one
ATP8B4	ATP8B4	ortholog_one2one
RELA	RELA	ortholog_one2one
WNT9B	WNT9B	ortholog_one2one
LPIN3	LPIN3	ortholog_one2one
SLC66A3	SLC66A3	ortholog_one2one
TBC1D20	TBC1D20	ortholog_one2one
DHX29	DHX29	ortholog_one2one
TMC8	TMC8	ortholog_one2one
ABCA6	ABCA6	ortholog_one2one
RLIG1	RLIG1	ortholog_one2one
	INSL3	ortholog_one2many
TBK1	TBK1	ortholog_one2one
Y_RNA	RNY4P14	ortholog_one2one
MCF2	MCF2	ortholog_one2one
PLAUR	PLAUR	ortholog_one2one
H2BW1	H2BW1	ortholog_one2many
SMIM22	SMIM22	ortholog_one2one
	C1QTNF9	ortholog_one2many
	C1QTNF9B	ortholog_one2many
DCTN6	DCTN6	ortholog_one2one
THOC1	THOC1	ortholog_one2one
ANKMY1	ANKMY1	ortholog_one2one
U6	U6	ortholog_many2many
U6	U6	ortholog_many2many
U6	U6	ortholog_many2many
U6	RNU6-1269P	ortholog_many2many
U6	RNU6-538P	ortholog_many2many
U6	RNU6-599P	ortholog_many2many
U6	RNU6-368P	ortholog_many2many
U6	RNU6-1193P	ortholog_many2many
U6	RNU6-1320P	ortholog_many2many
Metazoa_SRP	RN7SL608P	ortholog_one2one
C1QL4	C1QL4	ortholog_one2one
AKAP1	AKAP1	ortholog_one2one
SBNO2	SBNO2	ortholog_one2one
RERG	RERG	ortholog_one2one
NWD2	NWD2	ortholog_one2one
GARIN2	GARIN2	ortholog_one2one
Metazoa_SRP	RN7SL845P	ortholog_one2one
U2	RNU2-56P	ortholog_one2one
STAMBPL1	STAMBPL1	ortholog_one2one
Metazoa_SRP	RN7SL14P	ortholog_one2one
GPR143	GPR143	ortholog_one2one
KIF4B	KIF4B	ortholog_one2one
MARCHF9	MARCHF9	ortholog_one2one
DPM2	DPM2	ortholog_one2one
GCSH	GCSH	ortholog_one2one
KANSL3	KANSL3	ortholog_one2one
	RCN3	ortholog_one2many
SNORD116	SNORD116	ortholog_one2one
	JAK3	ortholog_one2many
	MTNR1B	ortholog_one2one
NTHL1	NTHL1	ortholog_one2one
U2	RNU2-55P	ortholog_one2many
CLUH	CLUH	ortholog_one2one
H2BW1C	H2BW1	ortholog_one2many
ACTR3B	ACTR3B	ortholog_one2one
Y_RNA	RNY3P9	ortholog_one2one
Y_RNA	RNY1P1	ortholog_one2one
DNLZ	DNLZ	ortholog_one2one
ACTR1A	ACTR1A	ortholog_one2one
GTF3A	GTF3A	ortholog_one2one
PRRT3	PRRT3	ortholog_one2one
U6	RNU6-884P	ortholog_one2one
HAL	HAL	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
NUP88	NUP88	ortholog_one2one
ZEB2	ZEB2	ortholog_one2one
U6	RNU6-105P	ortholog_one2one
LYPD4	LYPD4	ortholog_one2one
NBR1	NBR1	ortholog_one2one
PALS1	PALS1	ortholog_one2one
	ANKRD20A1	ortholog_one2many
GLYR1	GLYR1	ortholog_one2one
mml-mir-770	MIR770	ortholog_one2one
EGR1	EGR1	ortholog_one2one
MINDY1	MINDY1	ortholog_one2one
ATRX	ATRX	ortholog_one2one
VAC14	VAC14	ortholog_one2one
WNT3	WNT3	ortholog_one2one
RNU6ATAC8P	RNU6ATAC8P	ortholog_one2one
Metazoa_SRP	RN7SL764P	ortholog_one2one
NEUROD2	NEUROD2	ortholog_one2one
U6	RNU6-198P	ortholog_one2one
ZNF296	ZNF296	ortholog_one2one
SMARCC2	SMARCC2	ortholog_one2one
CRY2	CRY2	ortholog_one2one
ZSCAN32	ZSCAN32	ortholog_one2one
POLM	POLM	ortholog_one2one
VPS35L	VPS35L	ortholog_one2one
ARHGAP17	ARHGAP17	ortholog_one2one
DDX18	DDX18	ortholog_one2one
CSTF2	CSTF2	ortholog_one2one
SPATA13	SPATA13	ortholog_one2one
PAIP2B	PAIP2B	ortholog_one2one
